  UID   PID  PPID   C STIME   TTY           TIME CMD
    0  1028     1   0  6Jun26 ??         0:00.02 /System/Library/PrivateFrameworks/AppleDeviceQuerySupport.framework/Versions/A/XPCServices/AppleDeviceQueryService.xpc/Contents/MacOS/AppleDeviceQueryService
  501  1029     1   0  6Jun26 ??         0:00.07 /usr/libexec/assessmentagent
  501  1030     1   0  6Jun26 ??         1:37.01 /System/Library/CoreServices/WiFiAgent.app/Contents/MacOS/WiFiAgent
  501  1031     1   0  6Jun26 ??         0:06.71 /usr/libexec/neagent
  260  1032     1   0  6Jun26 ??         0:01.97 /usr/libexec/nfcd
  501  1033     1   0  6Jun26 ??         2:08.70 /System/Library/PrivateFrameworks/TCC.framework/Support/tccd
  501  1034     1   0  6Jun26 ??         0:28.26 /System/Library/PrivateFrameworks/VoiceShortcuts.framework/Versions/A/Support/siriactionsd
  501  1035     1   0  6Jun26 ??         0:37.90 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
  501  1036     1   0  6Jun26 ??         0:52.87 /System/Library/PrivateFrameworks/iCloudDriveCore.framework/Versions/A/Support/bird
  501  1038     1   0  6Jun26 ??         1:22.66 /usr/libexec/knowledge-agent
  501  1040     1   0  6Jun26 ??         0:01.01 /System/Library/PrivateFrameworks/ProtectedCloudStorage.framework/Helpers/ProtectedCloudKeySyncing
  501  1041     1   0  6Jun26 ??         0:06.55 /System/Library/CoreServices/Keychain Circle Notification.app/Contents/MacOS/Keychain Circle Notification
  501  1043     1   0  6Jun26 ??         0:20.14 /System/Library/PrivateFrameworks/GenerativeExperiencesRuntime.framework/Versions/A/generativeexperiencesd
  501  1044     1   0  6Jun26 ??         0:00.09 /System/Library/Frameworks/Security.framework/Versions/A/Resources/CloudKeychainProxy.bundle/Contents/MacOS/CloudKeychainProxy
  501  1045     1   0  6Jun26 ??         1:12.79 /usr/libexec/findmylocateagent
  501  1046     1   0  6Jun26 ??         2:43.93 /System/Library/PrivateFrameworks/IMCore.framework/imagent.app/Contents/MacOS/imagent
  501  1047     1   0  6Jun26 ??         0:04.00 /usr/libexec/dmd
  501  1048     1   0  6Jun26 ??         0:35.75 /System/Library/PrivateFrameworks/FamilyCircle.framework/Versions/A/Resources/familycircled
  501  1049     1   0  6Jun26 ??        18:52.95 /usr/libexec/sharingd
  501  1050     1   0  6Jun26 ??         0:02.87 /System/Library/CoreServices/ScopedBookmarkAgent
  501  1051     1   0  6Jun26 ??         0:07.00 /System/Library/Frameworks/ManagedSettings.framework/Versions/A/ManagedSettingsAgent
  501  1052     1   0  6Jun26 ??         0:03.12 /usr/libexec/appleaccountd
  501  1053     1   0  6Jun26 ??         3:34.05 /System/Library/PrivateFrameworks/FileProvider.framework/Support/fileproviderd
  501  1055     1   0  6Jun26 ??         4:00.27 /System/Library/PrivateFrameworks/IMDPersistence.framework/XPCServices/IMDPersistenceAgent.xpc/Contents/MacOS/IMDPersistenceAgent
  501  1056     1   0  6Jun26 ??         0:45.12 /usr/libexec/transparencyd
  501  1058     1   0  6Jun26 ??         0:01.85 /System/Library/PrivateFrameworks/SocialLayer.framework/sociallayerd.app/Contents/MacOS/sociallayerd
  501  1059     1   0  6Jun26 ??         8:37.83 /System/Library/PrivateFrameworks/CoreSuggestions.framework/Versions/A/Support/suggestd
  501  1061     1   0  6Jun26 ??         1:16.52 /System/Library/PrivateFrameworks/CacheDelete.framework/deleted
  501  1063     1   0  6Jun26 ??         1:41.69 /usr/libexec/frauddefensed
  260  1065     1   0  6Jun26 ??         0:00.02 /System/Library/PrivateFrameworks/NearFieldPrivateServices.framework/Versions/A/XPCServices/NFStorageServer.xpc/Contents/MacOS/NFStorageServer
  260  1066     1   0  6Jun26 ??         0:23.92 /usr/sbin/distnoted agent
  501  1068     1   0  6Jun26 ??         0:00.86 /System/Library/CoreServices/sharedfilelistd
  501  1069     1   0  6Jun26 ??         0:00.64 /System/Library/PrivateFrameworks/CoreFollowUp.framework/Versions/A/Support/followupd
  501  1070     1   0  6Jun26 ??         1:32.07 /System/Library/PrivateFrameworks/AuthKit.framework/Versions/A/Support/akd
  501  1071     1   0  6Jun26 ??         0:06.83 /System/Library/PrivateFrameworks/AppSSO.framework/Support/AppSSOAgent.app/Contents/MacOS/AppSSOAgent
  501  1076     1   0  6Jun26 ??         2:04.74 /usr/libexec/pkd
  501  1078     1   0  6Jun26 ??         0:00.02 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  501  1081     1   0  6Jun26 ??         3:04.32 /usr/libexec/ContinuityCaptureAgent server
    0  1083     1   0  6Jun26 ??         0:38.82 /usr/sbin/filecoordinationd
  501  1084     1   0  6Jun26 ??         0:13.03 /System/Library/PrivateFrameworks/JetCore.framework/Support/jetpackassetd
  501  1085     1   0  6Jun26 ??         0:00.48 /System/Library/Frameworks/FinanceKit.framework/financed
  501  1086     1   0  6Jun26 ??         1:13.76 /System/Library/PrivateFrameworks/CoreSpeech.framework/corespeechd
  501  1087     1   0  6Jun26 ??         0:00.14 /usr/libexec/diagnosticspushd
  501  1088     1   0  6Jun26 ??         0:57.79 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
  501  1089     1   0  6Jun26 ??         0:10.99 /System/Library/Frameworks/LocalAuthentication.framework/Support/coreauthd
  501  1093     1   0  6Jun26 ??         0:05.29 /System/Library/PrivateFrameworks/EmailDaemon.framework/Versions/A/maild
  501  1094     1   0  6Jun26 ??         0:44.46 /System/Library/CoreServices/audioaccessoryd
  306  1098     1   0  6Jun26 ??         0:23.58 /usr/sbin/distnoted agent
  247  1100     1   0  6Jun26 ??         0:22.94 /usr/sbin/distnoted agent
    0  1101     1   0  6Jun26 ??        11:16.20 /usr/libexec/gamepolicyd
  501  1103     1   0  6Jun26 ??         1:03.86 /System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/Support/assistantd
  501  1104     1   0  6Jun26 ??         0:38.84 /System/Library/PrivateFrameworks/SiriInference.framework/Versions/A/siriinferenced
  501  1105     1   0  6Jun26 ??        11:13.51 /usr/libexec/searchpartyuseragent
  501  1107     1   0  6Jun26 ??         1:39.58 /System/Library/PrivateFrameworks/UsageTracking.framework/Versions/A/UsageTrackingAgent
  501  1108     1   0  6Jun26 ??         0:02.82 /System/Library/PrivateFrameworks/CloudSubscriptionFeatures.framework/FeatureAccessAgent
  265  1110     1   0  6Jun26 ??         0:43.09 /System/Library/PrivateFrameworks/CoreADI.framework/adid
  306  1112     1   0  6Jun26 ??         0:00.03 /usr/libexec/containermanagerd --runmode=agent --user-container-mode=current --bundle-container-mode=proxy --system-container-mode=none
  501  1113     1   0  6Jun26 ??         0:01.46 /System/Library/PrivateFrameworks/ContextKit.framework/Versions/A/XPCServices/ContextService.xpc/Contents/MacOS/ContextService
  501  1114     1   0  6Jun26 ??         0:47.75 /System/Library/Frameworks/CryptoTokenKit.framework/ctkd -tw
  501  1119     1   0  6Jun26 ??         8:00.30 /usr/libexec/siriknowledged
  501  1120     1   0  6Jun26 ??         0:02.48 /System/Library/PrivateFrameworks/ContinuousDialogManagerService.framework/assistant_cdmd
  268  1121     1   0  6Jun26 ??        15:00.39 /usr/libexec/nearbyd
  501  1122     1   0  6Jun26 ??         0:02.09 /System/Library/PrivateFrameworks/SiriTTSService.framework/sirittsd
  501  1123     1   0  6Jun26 ??        13:30.89 /System/Library/CoreServices/ControlCenter.app/Contents/MacOS/ControlCenter
  501  1125     1   0  6Jun26 ??         0:27.81 /usr/libexec/gamecontrolleragentd
  501  1126     1   0  6Jun26 ??         2:04.77 /usr/libexec/triald
    0  1128     1   0  6Jun26 ??         0:07.79 /usr/libexec/findmydeviced
    0  1132     1   0  6Jun26 ??         0:00.01 /usr/libexec/tailspind
    0  1133     1   0  6Jun26 ??         0:11.42 /usr/libexec/ospredictiond
  501  1134     1   0  6Jun26 ??         0:07.64 /usr/libexec/GamePolicyAgent
  501  1135     1   0  6Jun26 ??         0:01.37 /usr/libexec/findmydevice-user-agent
  501  1137     1   0  6Jun26 ??         0:01.17 /System/Library/PrivateFrameworks/CommunicationsFilter.framework/CMFSyncAgent
  501  1138     1   0  6Jun26 ??         0:00.88 /System/Library/PrivateFrameworks/CloudPhotoServices.framework/Versions/A/XPCServices/com.apple.CloudPhotosConfiguration.xpc/Contents/MacOS/com.apple.CloudPhotosConfiguration
    0  1141     1   0  6Jun26 ??         0:00.27 /System/Library/PrivateFrameworks/FindMyDevice.framework/XPCServices/FindMyDeviceSharedConfigurationXPCService.xpc/Contents/MacOS/FindMyDeviceSharedConfigurationXPCService
    0  1143     1   0  6Jun26 ??         0:00.03 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  501  1146     1   0  6Jun26 ??         0:13.95 /System/Library/PrivateFrameworks/CascadeSets.framework/Versions/A/XPCServices/SetStoreUpdateService.xpc/Contents/MacOS/SetStoreUpdateService
  501  1147     1   0  6Jun26 ??         0:00.71 /System/Library/Frameworks/Speech.framework/Versions/A/XPCServices/localspeechrecognition.xpc/Contents/MacOS/localspeechrecognition
  501  1151     1   0  6Jun26 ??         0:01.61 /System/Library/PrivateFrameworks/TrialServer.framework/Versions/A/XPCServices/TrialArchivingService.xpc/Contents/MacOS/TrialArchivingService
    0  1152     1   0  6Jun26 ??         0:38.48 /usr/libexec/assetsubscriptiond
  501  1162     1   0  6Jun26 ??         0:24.21 /System/Library/PrivateFrameworks/AppleMediaServices.framework/Resources/amsaccountsd
  501  1163     1   0  6Jun26 ??         0:11.64 /System/Library/PrivateFrameworks/CoreEmbeddedSpeechRecognition.framework/Versions/A/XPCServices/com.apple.siri.embeddedspeech.xpc/Contents/MacOS/com.apple.siri.embeddedspeech
  501  1164     1   0  6Jun26 ??         0:05.94 /System/Library/PrivateFrameworks/MapsSync.framework/mapssyncd
  501  1167     1   0  6Jun26 ??       1402:25.63 /System/Library/PrivateFrameworks/MediaAnalysis.framework/Versions/A/mediaanalysisd
  501  1169     1   0  6Jun26 ??       139:25.90 /System/Library/PrivateFrameworks/PhotoAnalysis.framework/Versions/A/Support/photoanalysisd
  270  1173     1   0  6Jun26 ??         0:00.05 /System/Library/DriverExtensions/IOUserBluetoothSerialDriver.dext/IOUserBluetoothSerialDriver com.apple.IOUserBluetoothSerialDriver 0x100001a34 com.apple.IOUserBluetoothSerialDriver
  270  1174     1   0  6Jun26 ??         0:00.05 /System/Library/DriverExtensions/IOUserBluetoothSerialDriver.dext/IOUserBluetoothSerialDriver com.apple.IOUserBluetoothSerialDriver 0x100001a36 com.apple.IOUserBluetoothSerialDriver
    0  1182     1   0  6Jun26 ??         0:07.03 /System/Library/PrivateFrameworks/AuthKit.framework/Versions/A/Support/akd
    0  1189     1   0  6Jun26 ??         0:00.01 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  501  1191     1   0  6Jun26 ??         0:00.42 /System/Library/PrivateFrameworks/TextToSpeechVoiceBankingSupport.framework/Support/voicebankingd
  501  1192     1   0  6Jun26 ??         0:01.91 /System/Library/PrivateFrameworks/NewDeviceOutreach.framework/ndoagent
  501  1194     1   0  6Jun26 ??         0:10.68 /System/Library/CoreServices/AccessibilityUIServer.app/Contents/MacOS/AccessibilityUIServer
    0  1197     1   0  6Jun26 ??         0:05.81 /usr/sbin/systemsoundserverd
  501  1236     1   0  6Jun26 ??         0:05.05 /System/Library/PrivateFrameworks/AXAssetLoader.framework/Support/axassetsd
  273  1237     1   0  6Jun26 ??         0:00.74 /System/Library/PrivateFrameworks/MobileInstallation.framework/Support/appinstalld
  501  1238     1   0  6Jun26 ??         0:00.57 /System/Library/CoreServices/pbs
  501  1239     1   0  6Jun26 ??         1:18.13 /usr/libexec/networkserviceproxy
    0  1240     1   0  6Jun26 ??         0:00.20 /System/Library/PrivateFrameworks/MobileInstallation.framework/XPCServices/com.apple.MobileInstallationHelperService.xpc/Contents/MacOS/com.apple.MobileInstallationHelperService
  273  1241     1   0  6Jun26 ??         0:23.28 /usr/sbin/distnoted agent
    0  1242     1   0  6Jun26 ??         0:00.55 /usr/libexec/online-auth-agent
  501  1243     1   0  6Jun26 ??         0:00.78 /System/Library/Frameworks/AudioToolbox.framework/AudioComponentRegistrar
  501  1249     1   0  6Jun26 ??       133:19.58 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/corespotlightd
    0  1256     1   0  6Jun26 ??         0:00.77 /System/Library/CoreServices/ReportCrash daemon
  501  1273     1   0  6Jun26 ??         0:00.03 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
    0  1275     1   0  6Jun26 ??         0:06.99 /System/Library/PrivateFrameworks/CoreSymbolication.framework/coresymbolicationd
  501  1277     1   0  6Jun26 ??         0:42.18 /System/Library/PrivateFrameworks/CalendarDaemon.framework/Support/calaccessd
  501  1280     1   0  6Jun26 ??         1:43.69 /usr/libexec/textunderstandingd
  501  1281     1   0  6Jun26 ??         1:15.02 /System/Library/PrivateFrameworks/ModelCatalogRuntime.framework/Versions/A/ModelCatalogAgent
  501  1282     1   0  6Jun26 ??         8:40.65 cloudphotod
  501  1283     1   0  6Jun26 ??         0:17.20 /System/Library/PrivateFrameworks/CommunicationTrust.framework/Support/communicationtrustd
   92  1284     1   0  6Jun26 ??         0:23.06 /usr/sbin/distnoted agent
  501  1285     1   0  6Jun26 ??         0:14.63 /System/Library/PrivateFrameworks/CoreParsec.framework/parsecd
  501  1286     1   0  6Jun26 ??         0:48.88 /System/Library/CoreServices/talagentd
   55  1287     1   0  6Jun26 ??         0:22.75 /usr/sbin/distnoted agent
  501  1288     1   0  6Jun26 ??         0:26.08 /System/Library/CoreServices/iconservicesagent
  501  1289     1   0  6Jun26 ??         0:00.01 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  501  1290     1   0  6Jun26 ??         0:23.96 /usr/libexec/intelligentroutingd
  501  1291     1   0  6Jun26 ??         0:03.94 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/HIServices.framework/Versions/A/XPCServices/com.apple.hiservices-xpcservice.xpc/Contents/MacOS/com.apple.hiservices-xpcservice
  501  1292     1   0  6Jun26 ??         0:00.05 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
  501  1294     1   0  6Jun26 ??         0:55.56 /System/Library/CoreServices/UIKitSystem.app/Contents/MacOS/UIKitSystem system_app_start
  501  1295     1   0  6Jun26 ??         0:28.24 /System/Library/PrivateFrameworks/ReplicatorCore.framework/Support/replicatord
  501  1296     1   0  6Jun26 ??         3:41.49 /usr/libexec/milod
  501  1297     1   0  6Jun26 ??         0:40.48 /System/Library/CoreServices/ReportCrash agent
  501  1298     1   0  6Jun26 ??         0:19.84 /System/Library/PrivateFrameworks/MobileTimer.framework/Executables/mobiletimerd
  501  1299     1   0  6Jun26 ??         0:14.13 /usr/libexec/replayd
  501  1300     1   0  6Jun26 ??         0:00.01 /System/Library/PrivateFrameworks/login.framework/Versions/A/XPCServices/LoginUserService.xpc/Contents/MacOS/LoginUserService
  501  1301     1   0  6Jun26 ??         0:01.66 /System/Library/PrivateFrameworks/AssetCacheServices.framework/Versions/A/XPCServices/AssetCacheLocatorService.xpc/Contents/MacOS/AssetCacheLocatorService -a
  501  1302     1   0  6Jun26 ??         1:40.67 /System/Library/PrivateFrameworks/ChronoCore.framework/Support/chronod
  501  1303     1   0  6Jun26 ??         0:23.51 /System/Library/Frameworks/ApplicationServices.framework/Frameworks/ATS.framework/Support/fontd
  501  1304     1   0  6Jun26 ??         0:00.79 /System/Library/PrivateFrameworks/iCloudDriveService.framework/XPCServices/ContainerMetadataExtractor.xpc/Contents/MacOS/ContainerMetadataExtractor
  501  1305     1   0  6Jun26 ??         0:00.72 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/ATS.framework/Versions/A/Support/fontworker
  235  1306     1   0  6Jun26 ??         0:00.19 /usr/libexec/AssetCache/AssetCache
  501  1307     1   0  6Jun26 ??         0:16.46 /System/Library/PrivateFrameworks/StatusKit.framework/StatusKitAgent
    0  1309     1   0  6Jun26 ??         0:00.04 /System/Library/PrivateFrameworks/AssetCacheServicesExtensions.framework/XPCServices/AssetCacheTetheratorService.xpc/Contents/MacOS/AssetCacheTetheratorService
  501  1311     1   0  6Jun26 ??         0:13.17 /System/Library/PrivateFrameworks/iTunesCloud.framework/Support/itunescloudd
  501  1312     1   0  6Jun26 ??         0:00.01 /System/Library/PrivateFrameworks/WiFiPolicy.framework/XPCServices/WiFiCloudAssetsXPCService.xpc/Contents/MacOS/WiFiCloudAssetsXPCService
  235  1313     1   0  6Jun26 ??         0:00.65 /System/Library/PrivateFrameworks/AssetCacheServices.framework/Versions/A/XPCServices/AssetCacheLocatorService.xpc/Contents/MacOS/AssetCacheLocatorService -d
  501  1316     1   0  6Jun26 ??         5:15.14 /System/Library/CoreServices/NotificationCenter.app/Contents/MacOS/NotificationCenter
  265  1317     1   0  6Jun26 ??         0:00.14 /System/Library/PrivateFrameworks/CoreFP.framework/Versions/A/fairplayd
    0  1318     1   0  6Jun26 ??         1:44.29 /System/Library/PrivateFrameworks/AppleNeuralEngine.framework/XPCServices/ANECompilerService.xpc/Contents/MacOS/ANECompilerService
  501  1319     1   0  6Jun26 ??         0:00.01 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/CarbonCore.framework/Versions/A/XPCServices/csnameddatad.xpc/Contents/MacOS/csnameddatad
  501  1320     1   0  6Jun26 ??         0:16.28 /System/Library/PrivateFrameworks/ViewBridge.framework/Versions/A/XPCServices/ViewBridgeAuxiliary.xpc/Contents/MacOS/ViewBridgeAuxiliary
  501  1321     1   0  6Jun26 ??         0:01.56 /System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService
  501  1324     1   0  6Jun26 ??         0:00.77 /System/Library/PrivateFrameworks/CloudDocs.framework/PlugIns/com.apple.CloudDocs.iCloudDriveFileProvider.appex/Contents/MacOS/com.apple.CloudDocs.iCloudDriveFileProvider -LaunchArguments eyJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZSwic2VydmljZU5hbWUiOiJjb20uYXBwbGUuQ2xvdWREb2NzLmlDbG91ZERyaXZlRmlsZVByb3ZpZGVyIiwidHlwZSI6MX0=
  501  1325     1   0  6Jun26 ??         0:00.01 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  501  1326     1   0  6Jun26 ??         0:02.11 /usr/libexec/MTLAssetUpgraderD
  501  1327     1   0  6Jun26 ??         0:09.80 /usr/libexec/swcd
  501  1328     1   0  6Jun26 ??        19:46.69 /usr/libexec/duetexpertd
  501  1329     1   0  6Jun26 ??         0:02.71 /System/Library/Frameworks/MediaExtension.framework/Versions/A/Helpers/MENotificationAgent
  501  1330     1   0  6Jun26 ??         0:01.64 /System/Library/PrivateFrameworks/SessionCore.framework/Support/liveactivitiesd
  501  1331     1   0  6Jun26 ??         0:23.36 /System/Library/PrivateFrameworks/OnDeviceStorage.framework/Support/amsondevicestoraged
  501  1332     1   0  6Jun26 ??         1:00.17 /System/Library/Frameworks/Contacts.framework/Support/postersyncd
  501  1333     1   0  6Jun26 ??         0:06.57 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdbulkimport -s mdworker-bundle -c MDSImporterBundleFinder -m com.apple.metadata.mdbulkimport
    0  1334     1   0  6Jun26 ??         0:00.12 /System/Library/Frameworks/GSS.framework/Helpers/GSSCred
  501  1335     1   0  6Jun26 ??         0:00.35 /System/Library/PrivateFrameworks/IntlPreferences.framework/Support/localizationswitcherd
  501  1336     1   0  6Jun26 ??         0:00.09 /System/iOSSupport/System/Library/ExtensionKit/Extensions/KonaSynthesizer.appex/Contents/MacOS/KonaSynthesizer -AppleLanguages ("en-US", "zh-Hans-US", "ru-RU", "ja-US")
    0  1337     1   0  6Jun26 ??         0:14.21 /System/Library/PrivateFrameworks/AppSSO.framework/Support/AppSSODaemon
  501  1338     1   0  6Jun26 ??         0:00.04 /System/iOSSupport/System/Library/ExtensionKit/Extensions/MauiAUSP.appex/Contents/MacOS/MauiAUSP -AppleLanguages ("en-US", "zh-Hans-US", "ru-RU", "ja-US")
  501  1339     1   0  6Jun26 ??         0:02.95 /usr/libexec/swtransparencyd
  501  1341     1   0  6Jun26 ??         0:00.04 /System/Library/PrivateFrameworks/MacinTalk.framework/PlugIns/WardaSynthesizer.appex/Contents/MacOS/WardaSynthesizer -AppleLanguages ("en-US", "zh-Hans-US", "ru-RU", "ja-US")
  501  1344     1   0  6Jun26 ??         0:00.05 /System/iOSSupport/System/Library/ExtensionKit/Extensions/SiriAUSP.appex/Contents/MacOS/SiriAUSP -AppleLanguages ("en-US", "zh-Hans-US", "ru-RU", "ja-US")
  501  1345     1   0  6Jun26 ??         0:00.02 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/DictionaryServices.framework/Versions/A/XPCServices/com.apple.DictionaryServiceHelper.xpc/Contents/MacOS/com.apple.DictionaryServiceHelper
  501  1346     1   0  6Jun26 ??         0:01.89 /usr/libexec/keyboardservicesd
  501  1347     1   0  6Jun26 ??         0:00.20 /System/Library/PrivateFrameworks/TelephonyUtilities.framework/XPCServices/com.apple.FaceTime.FTConversationService.xpc/Contents/MacOS/com.apple.FaceTime.FTConversationService
  501  1349     1   0  6Jun26 ??         0:56.21 /System/Library/PrivateFrameworks/AppleMediaServicesUI.framework/amsengagementd
  501  1350     1   0  6Jun26 ??         0:36.68 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
  501  1351     1   0  6Jun26 ??         0:00.30 /usr/libexec/seserviced
  501  1352     1   0  6Jun26 ??         0:04.65 /System/Applications/Calendar.app/Contents/PlugIns/CalendarWidgetExtension.appex/Contents/MacOS/CalendarWidgetExtension -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5pQ2FsLkNhbGVuZGFyV2lkZ2V0RXh0ZW5zaW9uIiwidHlwZSI6MSwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2V9
  501  1355     1   0  6Jun26 ??         0:11.14 /System/Library/Frameworks/Translation.framework/translationd
  501  1356     1   0  6Jun26 ??         0:00.07 /System/Library/Frameworks/Speech.framework/Versions/A/XPCServices/localspeechrecognition.xpc/Contents/MacOS/localspeechrecognition
  501  1357     1   0  6Jun26 ??         2:01.41 /System/Library/PrivateFrameworks/UserActivity.framework/Agents/useractivityd
  501  1358     1   0  6Jun26 ??         0:01.12 /System/Library/PrivateFrameworks/MediaRemote.framework/Support/mediaremoteagent
  501  1359     1   0  6Jun26 ??         0:43.58 /usr/libexec/avconferenced
  501  1360     1   0  6Jun26 ??         0:00.04 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/AudioConverterHardenedService.xpc/Contents/MacOS/AudioConverterHardenedService
  501  1361     1   0  6Jun26 ??         0:00.02 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/AudioConverterService.xpc/Contents/MacOS/AudioConverterService
  501  1362     1   0  6Jun26 ??         0:00.02 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  501  1363     1   0  6Jun26 ??         0:00.04 /System/Library/PrivateFrameworks/MacinTalk.framework/PlugIns/MacinTalkAUSP.appex/Contents/MacOS/MacinTalkAUSP -AppleLanguages ("en-US", "zh-Hans-US", "ru-RU", "ja-US")
  501  1364     1   0  6Jun26 ??         0:00.09 /System/Library/Frameworks/Speech.framework/Versions/A/XPCServices/localspeechrecognition.xpc/Contents/MacOS/localspeechrecognition
  501  1366     1   0  6Jun26 ??         0:00.02 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  501  1368     1   0  6Jun26 ??         0:00.02 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  501  1369     1   0  6Jun26 ??         0:00.02 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  501  1371     1   0  6Jun26 ??         0:21.22 /System/Applications/Photos.app/Contents/PlugIns/PhotosReliveWidget.appex/Contents/MacOS/PhotosReliveWidget -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5QaG90b3MuUGhvdG9zUmVsaXZlV2lkZ2V0IiwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2UsInR5cGUiOjF9
  501  1373     1   0  6Jun26 ??         0:00.07 /System/Library/CoreServices/appplaceholdersyncd
  501  1374     1   0  6Jun26 ??         0:00.30 /System/Applications/Home.app/Contents/PlugIns/HomeEnergyWidgetsExtension.appex/Contents/MacOS/HomeEnergyWidgetsExtension -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5Ib21lLkhvbWVFbmVyZ3lXaWRnZXRzIiwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2UsInR5cGUiOjF9
  501  1376     1   0  6Jun26 ??         0:00.02 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  501  1377     1   0  6Jun26 ??         0:00.11 /System/Applications/Home.app/Contents/PlugIns/HomeWidget.appex/Contents/MacOS/HomeWidget -LaunchArguments eyJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZSwic2VydmljZU5hbWUiOiJjb20uYXBwbGUuSG9tZS5Ib21lV2lkZ2V0LkludGVyYWN0aXZlIiwidHlwZSI6MX0=
  501  1378     1   0  6Jun26 ??         2:29.97 /System/Library/CoreServices/UniversalControl.app/Contents/MacOS/UniversalControl
  501  1379     1   0  6Jun26 ??         1:57.23 /System/Library/CoreServices/Dock.app/Contents/MacOS/Dock
  501  1380     1   0  6Jun26 ??         0:07.59 /System/Library/CoreServices/SystemUIServer.app/Contents/MacOS/SystemUIServer
  501  1381     1   0  6Jun26 ??        25:37.99 /System/Library/CoreServices/Finder.app/Contents/MacOS/Finder
  501  1384     1   0  6Jun26 ??         0:10.00 /System/Library/CoreServices/WallpaperAgent.app/Contents/MacOS/WallpaperAgent
  501  1385     1   0  6Jun26 ??         0:15.86 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
  501  1386     1   0  6Jun26 ??         0:00.02 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  501  1387     1   0  6Jun26 ??         0:42.49 /System/Library/Frameworks/QuickLookThumbnailing.framework/Support/com.apple.quicklook.ThumbnailsAgent
  501  1389     1   0  6Jun26 ??         0:00.65 /usr/libexec/diagnosticextensionsd
    0  1390     1   0  6Jun26 ??         0:00.17 automountd
